fips,ruc93,ruc03,ruc13,metro93,metro03,metro13
22101,4,4,4,nonmetro,nonmetro,nonmetro
22103,0,1,1,metro,metro,metro
22105,4,4,3,nonmetro,nonmetro,metro
22107,9,9,9,nonmetro,nonmetro,nonmetro
22109,3,3,3,metro,metro,metro
22111,6,3,3,nonmetro,metro,metro
22113,6,4,2,nonmetro,nonmetro,metro
22115,5,4,5,nonmetro,nonmetro,nonmetro
22117,6,6,6,nonmetro,nonmetro,nonmetro
22119,2,6,2,metro,nonmetro,metro
22121,2,2,2,metro,metro,metro
22123,9,9,9,nonmetro,nonmetro,nonmetro
22125,8,2,2,nonmetro,metro,metro
22127,7,6,6,nonmetro,nonmetro,nonmetro
23001,3,3,3,metro,metro,metro
23003,5,7,7,nonmetro,nonmetro,nonmetro
23005,3,2,2,metro,metro,metro
23007,6,6,6,nonmetro,nonmetro,nonmetro
23009,6,6,6,nonmetro,nonmetro,nonmetro
23011,4,4,4,nonmetro,nonmetro,nonmetro
23013,7,7,7,nonmetro,nonmetro,nonmetro
23015,9,8,8,nonmetro,nonmetro,nonmetro
23017,6,6,6,nonmetro,nonmetro,nonmetro
23019,3,3,3,metro,metro,metro
23021,6,8,8,nonmetro,nonmetro,nonmetro
23023,6,2,2,nonmetro,metro,metro
23025,7,6,6,nonmetro,nonmetro,nonmetro
23027,6,6,6,nonmetro,nonmetro,nonmetro
23029,7,7,7,nonmetro,nonmetro,nonmetro
23031,4,2,2,nonmetro,metro,metro
24001,3,3,3,metro,metro,metro
24003,0,1,1,metro,metro,metro
24005,0,1,1,metro,metro,metro
24009,1,1,1,metro,metro,metro
24011,6,6,6,nonmetro,nonmetro,nonmetro
24013,1,1,1,metro,metro,metro
24015,2,1,1,metro,metro,metro
24017,1,1,1,metro,metro,metro
24019,7,6,6,nonmetro,nonmetro,nonmetro
24021,1,1,1,metro,metro,metro
24023,8,6,6,nonmetro,nonmetro,nonmetro
24025,0,1,1,metro,metro,metro
24027,0,1,1,metro,metro,metro
24029,6,6,6,nonmetro,nonmetro,nonmetro
24031,0,1,1,metro,metro,metro
24033,0,1,1,metro,metro,metro
24035,1,1,1,metro,metro,metro
24037,4,4,3,nonmetro,nonmetro,metro
24039,7,3,2,nonmetro,metro,metro
24041,6,6,6,nonmetro,nonmetro,nonmetro
24043,3,3,2,metro,metro,metro
24045,5,3,2,nonmetro,metro,metro
24047,7,4,2,nonmetro,nonmetro,metro
24510,0,1,1,metro,metro,metro
25001,3,3,3,metro,metro,metro
25003,3,3,3,metro,metro,metro
25005,2,1,1,metro,metro,metro
25007,9,7,7,nonmetro,nonmetro,nonmetro
25009,0,1,1,metro,metro,metro
25011,4,2,4,nonmetro,metro,nonmetro
25013,2,2,2,metro,metro,metro
25015,2,2,2,metro,metro,metro
25017,0,1,1,metro,metro,metro
25019,7,7,7,nonmetro,nonmetro,nonmetro
25021,0,1,1,metro,metro,metro
25023,1,1,1,metro,metro,metro
25025,0,1,1,metro,metro,metro
25027,0,2,2,metro,metro,metro
26001,9,9,9,nonmetro,nonmetro,nonmetro
26003,7,9,7,nonmetro,nonmetro,nonmetro
26005,2,4,4,metro,nonmetro,nonmetro
26007,7,7,7,nonmetro,nonmetro,nonmetro
26009,9,9,9,nonmetro,nonmetro,nonmetro
26011,8,8,8,nonmetro,nonmetro,nonmetro
26013,9,9,9,nonmetro,nonmetro,nonmetro
26015,6,2,2,nonmetro,metro,metro
26017,2,3,3,metro,metro,metro
26019,9,9,9,nonmetro,nonmetro,nonmetro
26021,3,3,3,metro,metro,metro
26023,6,6,6,nonmetro,nonmetro,nonmetro
26025,2,3,3,metro,metro,metro
26027,6,2,2,nonmetro,metro,metro
26029,7,7,7,nonmetro,nonmetro,nonmetro
26031,7,7,7,nonmetro,nonmetro,nonmetro
26033,7,5,7,nonmetro,nonmetro,nonmetro
26035,7,7,6,nonmetro,nonmetro,nonmetro
26037,2,2,2,metro,metro,metro
26039,9,7,7,nonmetro,nonmetro,nonmetro
26041,7,5,5,nonmetro,nonmetro,nonmetro
26043,7,5,7,nonmetro,nonmetro,nonmetro
26045,2,2,2,metro,metro,metro
26047,7,7,7,nonmetro,nonmetro,nonmetro
26049,2,2,2,metro,metro,metro
26051,6,6,6,nonmetro,nonmetro,nonmetro
26053,7,7,7,nonmetro,nonmetro,nonmetro
26055,7,5,5,nonmetro,nonmetro,nonmetro
26057,6,6,6,nonmetro,nonmetro,nonmetro
26059,6,6,6,nonmetro,nonmetro,nonmetro
26061,7,5,5,nonmetro,nonmetro,nonmetro
26063,7,7,7,nonmetro,nonmetro,nonmetro
26065,2,2,2,metro,metro,metro
26067,6,2,4,nonmetro,metro,nonmetro
26069,7,7,7,nonmetro,nonmetro,nonmetro
26071,9,7,7,nonmetro,nonmetro,nonmetro
26073,4,5,4,nonmetro,nonmetro,nonmetro
26075,3,3,3,metro,metro,metro
26077,2,2,2,metro,metro,metro
26079,9,7,7,nonmetro,nonmetro,nonmetro
26081,2,2,2,metro,metro,metro
26083,9,9,9,nonmetro,nonmetro,nonmetro
26085,9,8,9,nonmetro,nonmetro,nonmetro
26087,1,1,1,metro,metro,metro
26089,9,9,9,nonmetro,nonmetro,nonmetro
26091,1,4,4,metro,nonmetro,nonmetro
26093,1,1,1,metro,metro,metro
26095,9,7,7,nonmetro,nonmetro,nonmetro
26097,7,7,7,nonmetro,nonmetro,nonmetro
26099,0,1,1,metro,metro,metro
26101,7,7,7,nonmetro,nonmetro,nonmetro
26103,5,5,5,nonmetro,nonmetro,nonmetro
26105,7,7,7,nonmetro,nonmetro,nonmetro
26107,7,6,6,nonmetro,nonmetro,nonmetro
26109,7,7,7,nonmetro,nonmetro,nonmetro
26111,2,4,3,metro,nonmetro,metro
26113,9,9,9,nonmetro,nonmetro,nonmetro
26115,1,3,3,metro,metro,metro
26117,6,6,2,nonmetro,nonmetro,metro
26119,9,9,9,nonmetro,nonmetro,nonmetro
26121,2,3,3,metro,metro,metro
26123,6,2,6,nonmetro,metro,nonmetro
26125,0,1,1,metro,metro,metro
26127,8,8,6,nonmetro,nonmetro,nonmetro
26129,7,9,9,nonmetro,nonmetro,nonmetro
26131,9,9,9,nonmetro,nonmetro,nonmetro
26133,9,7,9,nonmetro,nonmetro,nonmetro
26135,9,9,9,nonmetro,nonmetro,nonmetro
26137,7,7,7,nonmetro,nonmetro,nonmetro
26139,2,3,2,metro,metro,metro
26141,7,7,7,nonmetro,nonmetro,nonmetro
26143,7,7,7,nonmetro,nonmetro,nonmetro
26145,2,3,3,metro,metro,metro
26147,0,1,1,metro,metro,metro
26149,6,4,4,nonmetro,nonmetro,nonmetro
26151,8,6,6,nonmetro,nonmetro,nonmetro
26153,7,7,7,nonmetro,nonmetro,nonmetro
26155,4,4,4,nonmetro,nonmetro,nonmetro
26157,6,6,6,nonmetro,nonmetro,nonmetro
26159,2,2,2,metro,metro,metro
26161,0,2,2,metro,metro,metro
26163,0,1,1,metro,metro,metro
26165,7,7,7,nonmetro,nonmetro,nonmetro
27001,9,8,8,nonmetro,nonmetro,nonmetro
27003,0,1,1,metro,metro,metro
27005,6,6,6,nonmetro,nonmetro,nonmetro
27007,7,7,7,nonmetro,nonmetro,nonmetro
27009,3,3,3,metro,metro,metro
27011,9,9,9,nonmetro,nonmetro,nonmetro
27013,5,5,3,nonmetro,nonmetro,metro
27015,7,7,6,nonmetro,nonmetro,nonmetro
27017,6,2,2,nonmetro,metro,metro
27019,1,1,1,metro,metro,metro
27021,9,9,9,nonmetro,nonmetro,nonmetro
27023,7,7,7,nonmetro,nonmetro,nonmetro
27025,1,1,1,metro,metro,metro
27027,3,3,3,metro,metro,metro
27029,9,8,8,nonmetro,nonmetro,nonmetro
27031,9,9,9,nonmetro,nonmetro,nonmetro
27033,7,7,7,nonmetro,nonmetro,nonmetro
27035,7,5,4,nonmetro,nonmetro,nonmetro
27037,0,1,1,metro,metro,metro
27039,6,3,3,nonmetro,metro,metro
27041,7,7,6,nonmetro,nonmetro,nonmetro
27043,7,7,6,nonmetro,nonmetro,nonmetro
27045,8,8,3,nonmetro,nonmetro,metro
27047,7,7,7,nonmetro,nonmetro,nonmetro
27049,6,4,4,nonmetro,nonmetro,nonmetro
27051,9,9,9,nonmetro,nonmetro,nonmetro
27053,0,1,1,metro,metro,metro
27055,3,3,3,metro,metro,metro
27057,9,7,7,nonmetro,nonmetro,nonmetro
27059,1,1,1,metro,metro,metro
27061,6,6,6,nonmetro,nonmetro,nonmetro
27063,7,7,7,nonmetro,nonmetro,nonmetro
27065,6,6,6,nonmetro,nonmetro,nonmetro
27067,7,4,4,nonmetro,nonmetro,nonmetro
27069,9,9,9,nonmetro,nonmetro,nonmetro
27071,7,7,6,nonmetro,nonmetro,nonmetro
27073,9,9,9,nonmetro,nonmetro,nonmetro
27075,6,6,6,nonmetro,nonmetro,nonmetro
27077,9,9,9,nonmetro,nonmetro,nonmetro
27079,6,6,1,nonmetro,nonmetro,metro
27081,9,9,9,nonmetro,nonmetro,nonmetro
27083,7,7,7,nonmetro,nonmetro,nonmetro
27085,6,6,6,nonmetro,nonmetro,nonmetro
27087,9,8,8,nonmetro,nonmetro,nonmetro
27089,8,8,8,nonmetro,nonmetro,nonmetro
27091,7,7,7,nonmetro,nonmetro,nonmetro
27093,6,6,6,nonmetro,nonmetro,nonmetro
27095,6,6,1,nonmetro,nonmetro,metro
27097,6,6,6,nonmetro,nonmetro,nonmetro
27099,4,4,4,nonmetro,nonmetro,nonmetro
27101,9,9,9,nonmetro,nonmetro,nonmetro
27103,7,5,3,nonmetro,nonmetro,metro
27105,7,7,7,nonmetro,nonmetro,nonmetro
27107,8,8,8,nonmetro,nonmetro,nonmetro
27109,3,3,3,metro,metro,metro
27111,7,6,6,nonmetro,nonmetro,nonmetro
27113,7,6,6,nonmetro,nonmetro,nonmetro
27115,6,6,6,nonmetro,nonmetro,nonmetro
27117,7,6,6,nonmetro,nonmetro,nonmetro
27119,3,3,3,metro,metro,metro
27121,6,8,8,nonmetro,nonmetro,nonmetro
27123,0,1,1,metro,metro,metro
27125,9,8,8,nonmetro,nonmetro,nonmetro
27127,7,7,7,nonmetro,nonmetro,nonmetro
27129,7,9,8,nonmetro,nonmetro,nonmetro
27131,4,4,4,nonmetro,nonmetro,nonmetro
27133,6,6,6,nonmetro,nonmetro,nonmetro
27135,9,7,7,nonmetro,nonmetro,nonmetro
27137,3,2,2,metro,metro,metro
27139,1,1,1,metro,metro,metro
27141,1,1,1,metro,metro,metro
27143,8,8,1,nonmetro,nonmetro,metro
27145,3,3,3,metro,metro,metro
27147,7,5,5,nonmetro,nonmetro,nonmetro
27149,7,7,7,nonmetro,nonmetro,nonmetro
27151,7,7,7,nonmetro,nonmetro,nonmetro
27153,6,6,6,nonmetro,nonmetro,nonmetro
27155,9,9,9,nonmetro,nonmetro,nonmetro
27157,6,3,3,nonmetro,metro,metro
27159,7,7,7,nonmetro,nonmetro,nonmetro
27161,7,7,6,nonmetro,nonmetro,nonmetro
27163,0,1,1,metro,metro,metro
27165,7,7,6,nonmetro,nonmetro,nonmetro
27167,6,6,6,nonmetro,nonmetro,nonmetro
27169,4,4,4,nonmetro,nonmetro,nonmetro
27171,1,1,1,metro,metro,metro
27173,7,9,9,nonmetro,nonmetro,nonmetro
28001,7,5,5,nonmetro,nonmetro,nonmetro
28003,7,7,7,nonmetro,nonmetro,nonmetro
28005,9,8,8,nonmetro,nonmetro,nonmetro
28007,6,6,6,nonmetro,nonmetro,nonmetro
28009,8,8,1,nonmetro,nonmetro,metro
28011,5,5,7,nonmetro,nonmetro,nonmetro
28013,9,7,9,nonmetro,nonmetro,nonmetro
28015,9,9,9,nonmetro,nonmetro,nonmetro
28017,7,7,7,nonmetro,nonmetro,nonmetro
28019,9,9,9,nonmetro,nonmetro,nonmetro
28021,8,6,8,nonmetro,nonmetro,nonmetro
28023,7,9,9,nonmetro,nonmetro,nonmetro
28025,7,7,7,nonmetro,nonmetro,nonmetro
28027,7,5,7,nonmetro,nonmetro,nonmetro
28029,6,2,2,nonmetro,metro,metro
28031,7,8,8,nonmetro,nonmetro,nonmetro
28033,1,1,1,metro,metro,metro
28035,5,3,3,nonmetro,metro,metro
28037,9,9,9,nonmetro,nonmetro,nonmetro
28039,6,3,6,nonmetro,metro,nonmetro
28041,8,8,8,nonmetro,nonmetro,nonmetro
28043,7,7,7,nonmetro,nonmetro,nonmetro
28045,2,3,2,metro,metro,metro
28047,2,3,2,metro,metro,metro
28049,2,2,2,metro,metro,metro
28051,6,6,6,nonmetro,nonmetro,nonmetro
28053,7,7,6,nonmetro,nonmetro,nonmetro
28055,9,9,8,nonmetro,nonmetro,nonmetro
28057,7,7,7,nonmetro,nonmetro,nonmetro
28059,2,3,2,metro,metro,metro
28061,9,9,9,nonmetro,nonmetro,nonmetro
28063,9,7,8,nonmetro,nonmetro,nonmetro
28065,9,8,8,nonmetro,nonmetro,nonmetro
28067,5,4,4,nonmetro,nonmetro,nonmetro
28069,9,9,9,nonmetro,nonmetro,nonmetro
28071,7,6,4,nonmetro,nonmetro,nonmetro
28073,7,3,3,nonmetro,metro,metro
28075,5,5,5,nonmetro,nonmetro,nonmetro
28077,9,8,8,nonmetro,nonmetro,nonmetro
28079,6,6,6,nonmetro,nonmetro,nonmetro
28081,5,5,5,nonmetro,nonmetro,nonmetro
28083,7,5,5,nonmetro,nonmetro,nonmetro
28085,7,6,6,nonmetro,nonmetro,nonmetro
28087,5,5,5,nonmetro,nonmetro,nonmetro
28089,2,2,2,metro,metro,metro
28091,7,6,6,nonmetro,nonmetro,nonmetro
28093,6,1,1,nonmetro,metro,metro
28095,7,7,7,nonmetro,nonmetro,nonmetro
28097,7,7,7,nonmetro,nonmetro,nonmetro
28099,7,7,7,nonmetro,nonmetro,nonmetro
28101,7,7,7,nonmetro,nonmetro,nonmetro
28103,9,7,7,nonmetro,nonmetro,nonmetro
28105,7,5,5,nonmetro,nonmetro,nonmetro
28107,7,6,6,nonmetro,nonmetro,nonmetro
28109,6,6,6,nonmetro,nonmetro,nonmetro
28111,9,3,3,nonmetro,metro,metro
28113,7,7,6,nonmetro,nonmetro,nonmetro
28115,7,7,7,nonmetro,nonmetro,nonmetro
28117,7,7,7,nonmetro,nonmetro,nonmetro
28119,9,6,6,nonmetro,nonmetro,nonmetro
28121,2,2,2,metro,metro,metro
28123,6,6,6,nonmetro,nonmetro,nonmetro
28125,9,9,8,nonmetro,nonmetro,nonmetro
28127,6,2,2,nonmetro,metro,metro
28129,8,8,8,nonmetro,nonmetro,nonmetro
28131,6,3,6,nonmetro,metro,nonmetro
28133,7,5,7,nonmetro,nonmetro,nonmetro
28135,9,7,7,nonmetro,nonmetro,nonmetro
28137,6,1,1,nonmetro,metro,metro
28139,7,7,6,nonmetro,nonmetro,nonmetro
28141,6,8,8,nonmetro,nonmetro,nonmetro
28143,8,1,1,nonmetro,metro,metro
28145,7,7,6,nonmetro,nonmetro,nonmetro
28147,9,9,9,nonmetro,nonmetro,nonmetro
28149,4,4,4,nonmetro,nonmetro,nonmetro
28151,5,5,5,nonmetro,nonmetro,nonmetro
28153,7,7,7,nonmetro,nonmetro,nonmetro
28155,9,9,9,nonmetro,nonmetro,nonmetro
28157,9,8,8,nonmetro,nonmetro,nonmetro
28159,7,7,7,nonmetro,nonmetro,nonmetro
28161,7,7,7,nonmetro,nonmetro,nonmetro
28163,6,6,2,nonmetro,nonmetro,metro
29001,7,7,7,nonmetro,nonmetro,nonmetro
29003,3,3,3,metro,metro,metro
29005,9,9,9,nonmetro,nonmetro,nonmetro
29007,6,6,6,nonmetro,nonmetro,nonmetro
29009,7,6,6,nonmetro,nonmetro,nonmetro
29011,6,6,6,nonmetro,nonmetro,nonmetro
29013,6,1,1,nonmetro,metro,metro
29015,9,9,7,nonmetro,nonmetro,nonmetro
29017,9,9,3,nonmetro,nonmetro,metro
29019,3,3,3,metro,metro,metro
29021,3,3,3,metro,metro,metro
29023,7,7,5,nonmetro,nonmetro,nonmetro
29025,8,1,1,nonmetro,metro,metro
29027,6,3,3,nonmetro,metro,metro
29029,7,7,7,nonmetro,nonmetro,nonmetro
29031,5,5,3,nonmetro,nonmetro,metro
29033,6,6,6,nonmetro,nonmetro,nonmetro
29035,9,9,9,nonmetro,nonmetro,nonmetro
29037,1,1,1,metro,metro,metro
29039,7,6,6,nonmetro,nonmetro,nonmetro
29041,9,9,9,nonmetro,nonmetro,nonmetro
29043,2,2,2,metro,metro,metro
29045,9,9,9,nonmetro,nonmetro,nonmetro
29047,0,1,1,metro,metro,metro
29049,1,1,1,metro,metro,metro
29051,4,3,3,nonmetro,metro,metro
29053,6,6,6,nonmetro,nonmetro,nonmetro
29055,6,6,6,nonmetro,nonmetro,nonmetro
29057,8,8,8,nonmetro,nonmetro,nonmetro
29059,8,2,2,nonmetro,metro,metro
29061,9,8,8,nonmetro,nonmetro,nonmetro
29063,8,3,3,nonmetro,metro,metro
29065,7,7,7,nonmetro,nonmetro,nonmetro
29067,6,6,6,nonmetro,nonmetro,nonmetro
29069,7,7,7,nonmetro,nonmetro,nonmetro
29071,1,1,1,metro,metro,metro
29073,6,6,6,nonmetro,nonmetro,nonmetro
29075,8,8,8,nonmetro,nonmetro,nonmetro
29077,2,2,2,metro,metro,metro
29079,7,7,7,nonmetro,nonmetro,nonmetro
29081,7,7,7,nonmetro,nonmetro,nonmetro
29083,6,6,6,nonmetro,nonmetro,nonmetro
29085,9,8,8,nonmetro,nonmetro,nonmetro
29087,8,8,8,nonmetro,nonmetro,nonmetro
29089,6,3,6,nonmetro,metro,nonmetro
29091,7,7,7,nonmetro,nonmetro,nonmetro
29093,9,6,7,nonmetro,nonmetro,nonmetro
29095,0,1,1,metro,metro,metro
29097,3,3,3,metro,metro,metro
29099,1,1,1,metro,metro,metro
29101,6,4,4,nonmetro,nonmetro,nonmetro
29103,9,9,9,nonmetro,nonmetro,nonmetro
29105,6,6,6,nonmetro,nonmetro,nonmetro
29107,1,1,1,metro,metro,metro
29109,6,6,6,nonmetro,nonmetro,nonmetro
29111,7,9,9,nonmetro,nonmetro,nonmetro
29113,1,1,1,metro,metro,metro
29115,7,7,7,nonmetro,nonmetro,nonmetro
29117,7,6,6,nonmetro,nonmetro,nonmetro
29119,8,2,2,nonmetro,metro,metro
29121,7,7,7,nonmetro,nonmetro,nonmetro
29123,9,7,6,nonmetro,nonmetro,nonmetro
29125,9,8,8,nonmetro,nonmetro,nonmetro
29127,5,5,5,nonmetro,nonmetro,nonmetro
29129,9,9,9,nonmetro,nonmetro,nonmetro
29131,7,6,6,nonmetro,nonmetro,nonmetro
29133,7,7,6,nonmetro,nonmetro,nonmetro
29135,6,3,3,nonmetro,metro,metro
29137,9,9,9,nonmetro,nonmetro,nonmetro
29139,8,8,6,nonmetro,nonmetro,nonmetro
29141,9,8,8,nonmetro,nonmetro,nonmetro
29143,7,7,7,nonmetro,nonmetro,nonmetro
29145,3,3,3,metro,metro,metro
29147,6,6,6,nonmetro,nonmetro,nonmetro
29149,9,9,9,nonmetro,nonmetro,nonmetro
29151,9,3,3,nonmetro,metro,metro
29153,9,9,9,nonmetro,nonmetro,nonmetro
29155,7,7,7,nonmetro,nonmetro,nonmetro
29157,7,7,6,nonmetro,nonmetro,nonmetro
29159,7,4,4,nonmetro,nonmetro,nonmetro
29161,7,5,5,nonmetro,nonmetro,nonmetro
29163,6,6,6,nonmetro,nonmetro,nonmetro
29165,0,1,1,metro,metro,metro
29167,6,2,2,nonmetro,metro,metro
29169,7,5,5,nonmetro,nonmetro,nonmetro
29171,9,9,9,nonmetro,nonmetro,nonmetro
29173,9,9,9,nonmetro,nonmetro,nonmetro
29175,6,6,6,nonmetro,nonmetro,nonmetro
29177,1,1,1,metro,metro,metro
29179,9,9,9,nonmetro,nonmetro,nonmetro
29181,9,9,9,nonmetro,nonmetro,nonmetro
29183,0,1,1,metro,metro,metro
29185,9,8,8,nonmetro,nonmetro,nonmetro
29186,6,6,6,nonmetro,nonmetro,nonmetro
29187,6,4,4,nonmetro,nonmetro,nonmetro
29189,0,1,1,metro,metro,metro
29195,7,6,6,nonmetro,nonmetro,nonmetro
29197,9,9,9,nonmetro,nonmetro,nonmetro
29199,9,9,9,nonmetro,nonmetro,nonmetro
29201,5,5,4,nonmetro,nonmetro,nonmetro
29203,9,9,9,nonmetro,nonmetro,nonmetro
29205,9,9,9,nonmetro,nonmetro,nonmetro
29207,7,7,6,nonmetro,nonmetro,nonmetro
29209,8,8,6,nonmetro,nonmetro,nonmetro
29211,9,9,9,nonmetro,nonmetro,nonmetro
29213,6,6,4,nonmetro,nonmetro,nonmetro
29215,9,9,9,nonmetro,nonmetro,nonmetro
29217,7,7,7,nonmetro,nonmetro,nonmetro
29219,1,1,1,metro,metro,metro
29221,6,1,6,nonmetro,metro,nonmetro
29223,9,9,9,nonmetro,nonmetro,nonmetro
29225,2,2,2,metro,metro,metro
29227,9,9,9,nonmetro,nonmetro,nonmetro
29229,6,6,6,nonmetro,nonmetro,nonmetro
29510,0,1,1,metro,metro,metro
30001,7,7,7,nonmetro,nonmetro,nonmetro
30003,6,6,6,nonmetro,nonmetro,nonmetro
30005,9,9,9,nonmetro,nonmetro,nonmetro
30007,9,9,9,nonmetro,nonmetro,nonmetro
30009,8,3,3,nonmetro,metro,metro
30011,9,9,9,nonmetro,nonmetro,nonmetro
30013,3,3,3,metro,metro,metro
30015,8,8,8,nonmetro,nonmetro,nonmetro
30017,7,7,7,nonmetro,nonmetro,nonmetro
30019,9,9,9,nonmetro,nonmetro,nonmetro
30021,7,7,7,nonmetro,nonmetro,nonmetro
30023,7,7,7,nonmetro,nonmetro,nonmetro
30025,9,9,9,nonmetro,nonmetro,nonmetro
30027,7,7,7,nonmetro,nonmetro,nonmetro
30029,5,5,5,nonmetro,nonmetro,nonmetro
30031,5,5,5,nonmetro,nonmetro,nonmetro
30033,9,9,9,nonmetro,nonmetro,nonmetro
30035,7,7,7,nonmetro,nonmetro,nonmetro
30037,8,8,3,nonmetro,nonmetro,metro
30039,9,8,8,nonmetro,nonmetro,nonmetro
30041,7,7,7,nonmetro,nonmetro,nonmetro
30043,9,9,9,nonmetro,nonmetro,nonmetro
30045,8,8,8,nonmetro,nonmetro,nonmetro
30047,7,6,6,nonmetro,nonmetro,nonmetro
30049,5,5,5,nonmetro,nonmetro,nonmetro
30051,9,9,9,nonmetro,nonmetro,nonmetro
30053,7,7,7,nonmetro,nonmetro,nonmetro
30055,9,9,9,nonmetro,nonmetro,nonmetro
30057,9,9,9,nonmetro,nonmetro,nonmetro
30059,8,9,9,nonmetro,nonmetro,nonmetro
30061,9,8,8,nonmetro,nonmetro,nonmetro
30063,5,3,3,nonmetro,metro,metro
30065,8,8,8,nonmetro,nonmetro,nonmetro
30067,7,7,7,nonmetro,nonmetro,nonmetro
30069,9,9,9,nonmetro,nonmetro,nonmetro
30071,9,9,9,nonmetro,nonmetro,nonmetro
30073,7,7,7,nonmetro,nonmetro,nonmetro
30075,9,9,9,nonmetro,nonmetro,nonmetro
30077,7,7,6,nonmetro,nonmetro,nonmetro
30079,9,9,9,nonmetro,nonmetro,nonmetro
30081,7,6,6,nonmetro,nonmetro,nonmetro
30083,7,7,7,nonmetro,nonmetro,nonmetro
30085,7,7,7,nonmetro,nonmetro,nonmetro
30087,7,9,9,nonmetro,nonmetro,nonmetro
30089,9,8,8,nonmetro,nonmetro,nonmetro
30091,9,9,9,nonmetro,nonmetro,nonmetro
30093,5,5,5,nonmetro,nonmetro,nonmetro
30095,8,8,8,nonmetro,nonmetro,nonmetro
30097,9,9,9,nonmetro,nonmetro,nonmetro
30099,8,8,8,nonmetro,nonmetro,nonmetro
30101,7,7,7,nonmetro,nonmetro,nonmetro
30103,8,8,8,nonmetro,nonmetro,nonmetro
30105,7,7,7,nonmetro,nonmetro,nonmetro
30107,9,9,9,nonmetro,nonmetro,nonmetro
30109,9,9,9,nonmetro,nonmetro,nonmetro
30111,3,3,3,metro,metro,metro
31001,5,5,4,nonmetro,nonmetro,nonmetro
31003,9,9,9,nonmetro,nonmetro,nonmetro
31005,9,9,9,nonmetro,nonmetro,nonmetro
31007,9,9,9,nonmetro,nonmetro,nonmetro
31009,9,9,9,nonmetro,nonmetro,nonmetro
31011,9,9,9,nonmetro,nonmetro,nonmetro
31013,7,7,7,nonmetro,nonmetro,nonmetro
31015,9,9,9,nonmetro,nonmetro,nonmetro
31017,9,9,9,nonmetro,nonmetro,nonmetro
31019,5,5,4,nonmetro,nonmetro,nonmetro
31021,8,8,8,nonmetro,nonmetro,nonmetro
31023,6,6,6,nonmetro,nonmetro,nonmetro
31025,2,2,2,metro,metro,metro
31027,9,9,9,nonmetro,nonmetro,nonmetro
31029,9,9,9,nonmetro,nonmetro,nonmetro
31031,7,7,7,nonmetro,nonmetro,nonmetro
31033,7,7,7,nonmetro,nonmetro,nonmetro
31035,9,9,8,nonmetro,nonmetro,nonmetro
31037,7,7,7,nonmetro,nonmetro,nonmetro
31039,7,7,7,nonmetro,nonmetro,nonmetro
31041,7,7,7,nonmetro,nonmetro,nonmetro
31043,3,3,3,metro,metro,metro
31045,7,7,7,nonmetro,nonmetro,nonmetro
31047,7,7,7,nonmetro,nonmetro,nonmetro
31049,9,9,9,nonmetro,nonmetro,nonmetro
31051,8,3,3,nonmetro,metro,metro
31053,4,4,4,nonmetro,nonmetro,nonmetro
31055,2,2,2,metro,metro,metro
31057,9,9,9,nonmetro,nonmetro,nonmetro
31059,9,9,8,nonmetro,nonmetro,nonmetro
31061,9,9,9,nonmetro,nonmetro,nonmetro
31063,9,9,9,nonmetro,nonmetro,nonmetro
31065,9,9,9,nonmetro,nonmetro,nonmetro
31067,6,6,6,nonmetro,nonmetro,nonmetro
31069,9,9,9,nonmetro,nonmetro,nonmetro
31071,9,9,9,nonmetro,nonmetro,nonmetro
31073,9,9,9,nonmetro,nonmetro,nonmetro
31075,9,9,9,nonmetro,nonmetro,nonmetro
31077,9,9,8,nonmetro,nonmetro,nonmetro
31079,5,5,3,nonmetro,nonmetro,metro
31081,7,7,3,nonmetro,nonmetro,metro
31083,9,9,9,nonmetro,nonmetro,nonmetro
31085,9,9,9,nonmetro,nonmetro,nonmetro
31087,9,9,9,nonmetro,nonmetro,nonmetro
31089,7,7,7,nonmetro,nonmetro,nonmetro
31091,9,9,9,nonmetro,nonmetro,nonmetro
31093,9,9,3,nonmetro,nonmetro,metro
31095,7,7,7,nonmetro,nonmetro,nonmetro
31097,8,8,8,nonmetro,nonmetro,nonmetro
31099,7,7,7,nonmetro,nonmetro,nonmetro
31101,7,7,7,nonmetro,nonmetro,nonmetro
31103,9,9,9,nonmetro,nonmetro,nonmetro
31105,6,6,8,nonmetro,nonmetro,nonmetro
31107,9,9,9,nonmetro,nonmetro,nonmetro
31109,3,2,2,metro,metro,metro
31111,5,5,5,nonmetro,nonmetro,nonmetro
31113,9,9,9,nonmetro,nonmetro,nonmetro
31115,9,9,9,nonmetro,nonmetro,nonmetro
31117,9,9,9,nonmetro,nonmetro,nonmetro
31119,5,5,5,nonmetro,nonmetro,nonmetro
31121,7,7,3,nonmetro,nonmetro,metro
31123,9,9,9,nonmetro,nonmetro,nonmetro
31125,9,9,8,nonmetro,nonmetro,nonmetro
31127,7,7,7,nonmetro,nonmetro,nonmetro
31129,9,9,9,nonmetro,nonmetro,nonmetro
31131,6,6,6,nonmetro,nonmetro,nonmetro
31133,9,9,9,nonmetro,nonmetro,nonmetro
31135,9,9,9,nonmetro,nonmetro,nonmetro
31137,7,7,7,nonmetro,nonmetro,nonmetro
31139,9,9,9,nonmetro,nonmetro,nonmetro
31141,7,5,5,nonmetro,nonmetro,nonmetro
31143,9,9,9,nonmetro,nonmetro,nonmetro
