fips,ruc93,ruc03,ruc13,metro93,metro03,metro13
45005,7,6,6,nonmetro,nonmetro,nonmetro
45007,2,3,2,metro,metro,metro
45009,7,7,7,nonmetro,nonmetro,nonmetro
45011,6,6,6,nonmetro,nonmetro,nonmetro
45013,5,5,3,nonmetro,nonmetro,metro
45015,2,2,2,metro,metro,metro
45017,8,2,2,nonmetro,metro,metro
45019,2,2,2,metro,metro,metro
45021,2,4,4,metro,nonmetro,nonmetro
45023,6,6,1,nonmetro,nonmetro,metro
45025,6,6,6,nonmetro,nonmetro,nonmetro
45027,6,6,6,nonmetro,nonmetro,nonmetro
45029,6,6,6,nonmetro,nonmetro,nonmetro
45031,4,3,3,nonmetro,metro,metro
45033,6,6,6,nonmetro,nonmetro,nonmetro
45035,2,2,2,metro,metro,metro
45037,2,2,2,metro,metro,metro
45039,6,2,2,nonmetro,metro,metro
45041,3,3,3,metro,metro,metro
45043,6,4,4,nonmetro,nonmetro,nonmetro
45045,2,2,2,metro,metro,metro
45047,5,4,4,nonmetro,nonmetro,nonmetro
45049,7,6,6,nonmetro,nonmetro,nonmetro
45051,3,3,2,metro,metro,metro
45053,8,6,3,nonmetro,nonmetro,metro
45055,6,2,2,nonmetro,metro,metro
45057,6,4,1,nonmetro,nonmetro,metro
45059,6,2,2,nonmetro,metro,metro
45061,6,6,6,nonmetro,nonmetro,nonmetro
45063,2,2,2,metro,metro,metro
45065,8,8,8,nonmetro,nonmetro,nonmetro
45067,6,6,6,nonmetro,nonmetro,nonmetro
45069,7,6,6,nonmetro,nonmetro,nonmetro
45071,6,6,6,nonmetro,nonmetro,nonmetro
45073,6,6,4,nonmetro,nonmetro,nonmetro
45075,4,4,4,nonmetro,nonmetro,nonmetro
45077,2,2,2,metro,metro,metro
45079,2,2,2,metro,metro,metro
45081,6,2,2,nonmetro,metro,metro
45083,2,2,2,metro,metro,metro
45085,3,3,3,metro,metro,metro
45087,6,6,2,nonmetro,nonmetro,metro
45089,6,6,6,nonmetro,nonmetro,nonmetro
45091,0,1,1,metro,metro,metro
46003,9,9,9,nonmetro,nonmetro,nonmetro
46005,7,7,7,nonmetro,nonmetro,nonmetro
46007,9,9,9,nonmetro,nonmetro,nonmetro
46009,9,9,9,nonmetro,nonmetro,nonmetro
46011,7,7,5,nonmetro,nonmetro,nonmetro
46013,5,5,5,nonmetro,nonmetro,nonmetro
46015,9,9,9,nonmetro,nonmetro,nonmetro
46017,9,9,9,nonmetro,nonmetro,nonmetro
46019,7,6,6,nonmetro,nonmetro,nonmetro
46021,9,9,9,nonmetro,nonmetro,nonmetro
46023,9,9,9,nonmetro,nonmetro,nonmetro
46025,9,9,9,nonmetro,nonmetro,nonmetro
46027,7,6,6,nonmetro,nonmetro,nonmetro
46029,7,7,5,nonmetro,nonmetro,nonmetro
46031,9,9,9,nonmetro,nonmetro,nonmetro
46033,8,8,3,nonmetro,nonmetro,metro
46035,7,7,7,nonmetro,nonmetro,nonmetro
46037,9,9,9,nonmetro,nonmetro,nonmetro
46039,9,9,9,nonmetro,nonmetro,nonmetro
46041,9,9,9,nonmetro,nonmetro,nonmetro
46043,9,9,9,nonmetro,nonmetro,nonmetro
46045,9,9,9,nonmetro,nonmetro,nonmetro
46047,7,7,6,nonmetro,nonmetro,nonmetro
46049,9,9,9,nonmetro,nonmetro,nonmetro
46051,7,7,7,nonmetro,nonmetro,nonmetro
46053,9,9,9,nonmetro,nonmetro,nonmetro
46055,9,8,8,nonmetro,nonmetro,nonmetro
46057,9,9,9,nonmetro,nonmetro,nonmetro
46059,9,9,9,nonmetro,nonmetro,nonmetro
46061,9,8,8,nonmetro,nonmetro,nonmetro
46063,9,9,9,nonmetro,nonmetro,nonmetro
46065,7,7,7,nonmetro,nonmetro,nonmetro
46067,9,8,8,nonmetro,nonmetro,nonmetro
46069,9,9,9,nonmetro,nonmetro,nonmetro
46071,9,8,8,nonmetro,nonmetro,nonmetro
46073,9,9,9,nonmetro,nonmetro,nonmetro
46075,9,9,9,nonmetro,nonmetro,nonmetro
46077,9,9,9,nonmetro,nonmetro,nonmetro
46079,6,6,6,nonmetro,nonmetro,nonmetro
46081,6,6,6,nonmetro,nonmetro,nonmetro
46083,3,3,3,metro,metro,metro
46085,9,9,9,nonmetro,nonmetro,nonmetro
46087,8,3,3,nonmetro,metro,metro
46089,9,9,9,nonmetro,nonmetro,nonmetro
46091,9,9,9,nonmetro,nonmetro,nonmetro
46093,6,3,3,nonmetro,metro,metro
46095,9,9,9,nonmetro,nonmetro,nonmetro
46097,9,8,8,nonmetro,nonmetro,nonmetro
46099,3,3,3,metro,metro,metro
46101,8,8,8,nonmetro,nonmetro,nonmetro
46103,3,3,3,metro,metro,metro
46105,9,9,8,nonmetro,nonmetro,nonmetro
46107,9,9,9,nonmetro,nonmetro,nonmetro
46109,9,9,9,nonmetro,nonmetro,nonmetro
46111,9,9,9,nonmetro,nonmetro,nonmetro
46113,7,7,6,nonmetro,nonmetro,nonmetro
46115,7,7,9,nonmetro,nonmetro,nonmetro
46117,9,9,9,nonmetro,nonmetro,nonmetro
46119,9,9,9,nonmetro,nonmetro,nonmetro
46121,9,9,9,nonmetro,nonmetro,nonmetro
46123,7,7,7,nonmetro,nonmetro,nonmetro
46125,8,3,3,nonmetro,metro,metro
46127,8,3,3,nonmetro,metro,metro
46129,7,7,7,nonmetro,nonmetro,nonmetro
46135,7,7,7,nonmetro,nonmetro,nonmetro
46137,9,9,8,nonmetro,nonmetro,nonmetro
47001,2,2,2,metro,metro,metro
47003,6,6,4,nonmetro,nonmetro,nonmetro
47005,7,7,7,nonmetro,nonmetro,nonmetro
47007,8,8,8,nonmetro,nonmetro,nonmetro
47009,2,2,2,metro,metro,metro
47011,4,3,3,nonmetro,metro,metro
47013,6,6,2,nonmetro,nonmetro,metro
47015,8,1,1,nonmetro,metro,metro
47017,6,6,6,nonmetro,nonmetro,nonmetro
47019,2,3,3,metro,metro,metro
47021,2,1,1,metro,metro,metro
47023,6,3,3,nonmetro,metro,metro
47025,6,6,6,nonmetro,nonmetro,nonmetro
47027,9,8,9,nonmetro,nonmetro,nonmetro
47029,7,6,6,nonmetro,nonmetro,nonmetro
47031,5,4,4,nonmetro,nonmetro,nonmetro
47033,8,8,3,nonmetro,nonmetro,metro
47035,7,7,4,nonmetro,nonmetro,nonmetro
47037,2,1,1,metro,metro,metro
47039,9,9,9,nonmetro,nonmetro,nonmetro
47041,6,6,6,nonmetro,nonmetro,nonmetro
47043,2,1,1,metro,metro,metro
47045,7,5,5,nonmetro,nonmetro,nonmetro
47047,1,1,1,metro,metro,metro
47049,9,9,9,nonmetro,nonmetro,nonmetro
47051,7,6,6,nonmetro,nonmetro,nonmetro
47053,4,4,4,nonmetro,nonmetro,nonmetro
47055,6,6,6,nonmetro,nonmetro,nonmetro
47057,8,3,2,nonmetro,metro,metro
47059,6,6,4,nonmetro,nonmetro,nonmetro
47061,6,8,8,nonmetro,nonmetro,nonmetro
47063,5,3,3,nonmetro,metro,metro
47065,2,2,2,metro,metro,metro
47067,9,8,8,nonmetro,nonmetro,nonmetro
47069,6,6,6,nonmetro,nonmetro,nonmetro
47071,6,6,6,nonmetro,nonmetro,nonmetro
47073,2,3,2,metro,metro,metro
47075,6,6,6,nonmetro,nonmetro,nonmetro
47077,6,6,6,nonmetro,nonmetro,nonmetro
47079,7,7,7,nonmetro,nonmetro,nonmetro
47081,6,1,1,nonmetro,metro,metro
47083,8,8,8,nonmetro,nonmetro,nonmetro
47085,6,6,6,nonmetro,nonmetro,nonmetro
47087,9,8,8,nonmetro,nonmetro,nonmetro
47089,6,3,3,nonmetro,metro,metro
47091,8,6,6,nonmetro,nonmetro,nonmetro
47093,2,2,2,metro,metro,metro
47095,9,9,9,nonmetro,nonmetro,nonmetro
47097,6,6,6,nonmetro,nonmetro,nonmetro
47099,6,6,6,nonmetro,nonmetro,nonmetro
47101,7,6,6,nonmetro,nonmetro,nonmetro
47103,6,6,6,nonmetro,nonmetro,nonmetro
47105,2,2,2,metro,metro,metro
47107,7,4,4,nonmetro,nonmetro,nonmetro
47109,7,6,6,nonmetro,nonmetro,nonmetro
47111,6,1,1,nonmetro,metro,metro
47113,3,3,3,metro,metro,metro
47115,2,2,2,metro,metro,metro
47117,6,6,6,nonmetro,nonmetro,nonmetro
47119,4,4,1,nonmetro,nonmetro,metro
47121,8,8,8,nonmetro,nonmetro,nonmetro
47123,6,6,6,nonmetro,nonmetro,nonmetro
47125,3,3,2,metro,metro,metro
47127,9,9,9,nonmetro,nonmetro,nonmetro
47129,8,6,2,nonmetro,nonmetro,metro
47131,7,7,7,nonmetro,nonmetro,nonmetro
47133,7,7,7,nonmetro,nonmetro,nonmetro
47135,9,8,8,nonmetro,nonmetro,nonmetro
47137,9,9,9,nonmetro,nonmetro,nonmetro
47139,9,3,3,nonmetro,metro,metro
47141,5,4,4,nonmetro,nonmetro,nonmetro
47143,6,6,6,nonmetro,nonmetro,nonmetro
47145,4,4,2,nonmetro,nonmetro,metro
47147,2,1,1,metro,metro,metro
47149,2,1,1,metro,metro,metro
47151,6,6,6,nonmetro,nonmetro,nonmetro
47153,6,2,2,nonmetro,metro,metro
47155,2,4,4,metro,nonmetro,nonmetro
47157,0,1,1,metro,metro,metro
47159,8,1,1,nonmetro,metro,metro
47161,8,3,8,nonmetro,metro,nonmetro
47163,2,3,2,metro,metro,metro
47165,2,1,1,metro,metro,metro
47167,1,1,1,metro,metro,metro
47169,6,1,1,nonmetro,metro,metro
47171,2,3,3,metro,metro,metro
47173,2,2,2,metro,metro,metro
47175,9,9,9,nonmetro,nonmetro,nonmetro
47177,7,6,6,nonmetro,nonmetro,nonmetro
47179,2,3,3,metro,metro,metro
47181,8,8,8,nonmetro,nonmetro,nonmetro
47183,7,7,7,nonmetro,nonmetro,nonmetro
47185,7,7,7,nonmetro,nonmetro,nonmetro
47187,2,1,1,metro,metro,metro
47189,2,1,1,metro,metro,metro
48001,6,5,7,nonmetro,nonmetro,nonmetro
48003,6,6,6,nonmetro,nonmetro,nonmetro
48005,5,5,5,nonmetro,nonmetro,nonmetro
48007,6,2,2,nonmetro,metro,metro
48009,3,3,3,metro,metro,metro
48011,8,3,2,nonmetro,metro,metro
48013,6,1,1,nonmetro,metro,metro
48015,6,1,1,nonmetro,metro,metro
48017,7,7,7,nonmetro,nonmetro,nonmetro
48019,8,1,1,nonmetro,metro,metro
48021,2,1,1,metro,metro,metro
48023,7,6,8,nonmetro,nonmetro,nonmetro
48025,6,4,6,nonmetro,nonmetro,nonmetro
48027,2,2,2,metro,metro,metro
48029,0,1,1,metro,metro,metro
48031,8,8,8,nonmetro,nonmetro,nonmetro
48033,9,9,8,nonmetro,nonmetro,nonmetro
48035,6,6,6,nonmetro,nonmetro,nonmetro
48037,3,3,3,metro,metro,metro
48039,1,1,1,metro,metro,metro
48041,3,3,3,metro,metro,metro
48043,7,7,7,nonmetro,nonmetro,nonmetro
48045,9,9,9,nonmetro,nonmetro,nonmetro
48047,7,6,7,nonmetro,nonmetro,nonmetro
48049,7,5,5,nonmetro,nonmetro,nonmetro
48051,6,3,3,nonmetro,metro,metro
48053,6,6,6,nonmetro,nonmetro,nonmetro
48055,2,1,1,metro,metro,metro
48057,6,3,6,nonmetro,metro,nonmetro
48059,6,3,3,nonmetro,metro,metro
48061,2,2,2,metro,metro,metro
48063,6,6,6,nonmetro,nonmetro,nonmetro
48065,8,3,2,nonmetro,metro,metro
48067,6,6,6,nonmetro,nonmetro,nonmetro
48069,7,6,6,nonmetro,nonmetro,nonmetro
48071,1,1,1,metro,metro,metro
48073,6,6,6,nonmetro,nonmetro,nonmetro
48075,7,7,7,nonmetro,nonmetro,nonmetro
48077,6,3,3,nonmetro,metro,metro
48079,7,9,9,nonmetro,nonmetro,nonmetro
48081,8,8,8,nonmetro,nonmetro,nonmetro
48083,6,6,6,nonmetro,nonmetro,nonmetro
48085,0,1,1,metro,metro,metro
48087,9,9,9,nonmetro,nonmetro,nonmetro
48089,7,6,6,nonmetro,nonmetro,nonmetro
48091,1,1,1,metro,metro,metro
48093,7,7,7,nonmetro,nonmetro,nonmetro
48095,8,8,8,nonmetro,nonmetro,nonmetro
48097,6,6,6,nonmetro,nonmetro,nonmetro
48099,2,2,2,metro,metro,metro
48101,9,9,9,nonmetro,nonmetro,nonmetro
48103,6,6,6,nonmetro,nonmetro,nonmetro
48105,7,7,7,nonmetro,nonmetro,nonmetro
48107,8,3,2,nonmetro,metro,metro
48109,7,9,9,nonmetro,nonmetro,nonmetro
48111,7,7,7,nonmetro,nonmetro,nonmetro
48113,0,1,1,metro,metro,metro
48115,7,7,7,nonmetro,nonmetro,nonmetro
48117,6,6,6,nonmetro,nonmetro,nonmetro
48119,8,1,8,nonmetro,metro,nonmetro
48121,0,1,1,metro,metro,metro
48123,6,6,6,nonmetro,nonmetro,nonmetro
48125,9,8,8,nonmetro,nonmetro,nonmetro
48127,7,6,6,nonmetro,nonmetro,nonmetro
48129,9,8,8,nonmetro,nonmetro,nonmetro
48131,7,7,7,nonmetro,nonmetro,nonmetro
48133,7,6,6,nonmetro,nonmetro,nonmetro
48135,3,3,3,metro,metro,metro
48137,9,9,9,nonmetro,nonmetro,nonmetro
48139,1,1,1,metro,metro,metro
48141,2,2,2,metro,metro,metro
48143,6,7,4,nonmetro,nonmetro,nonmetro
48145,6,6,2,nonmetro,nonmetro,metro
48147,6,6,6,nonmetro,nonmetro,nonmetro
48149,7,6,6,nonmetro,nonmetro,nonmetro
48151,9,8,8,nonmetro,nonmetro,nonmetro
48153,7,6,6,nonmetro,nonmetro,nonmetro
48155,9,9,9,nonmetro,nonmetro,nonmetro
48157,0,1,1,metro,metro,metro
48159,9,8,7,nonmetro,nonmetro,nonmetro
48161,7,7,7,nonmetro,nonmetro,nonmetro
48163,7,6,6,nonmetro,nonmetro,nonmetro
48165,7,7,7,nonmetro,nonmetro,nonmetro
48167,0,1,1,metro,metro,metro
48169,6,6,6,nonmetro,nonmetro,nonmetro
48171,7,7,7,nonmetro,nonmetro,nonmetro
48173,8,8,8,nonmetro,nonmetro,nonmetro
48175,8,3,3,nonmetro,metro,metro
48177,6,6,6,nonmetro,nonmetro,nonmetro
48179,7,6,6,nonmetro,nonmetro,nonmetro
48181,3,3,3,metro,metro,metro
48183,3,3,3,metro,metro,metro
48185,6,6,6,nonmetro,nonmetro,nonmetro
48187,1,1,1,metro,metro,metro
48189,4,4,4,nonmetro,nonmetro,nonmetro
48191,9,9,9,nonmetro,nonmetro,nonmetro
48193,6,6,6,nonmetro,nonmetro,nonmetro
48195,7,7,7,nonmetro,nonmetro,nonmetro
48197,7,7,9,nonmetro,nonmetro,nonmetro
48199,2,2,2,metro,metro,metro
48201,0,1,1,metro,metro,metro
48203,3,4,4,metro,nonmetro,nonmetro
48205,7,9,7,nonmetro,nonmetro,nonmetro
48207,7,6,6,nonmetro,nonmetro,nonmetro
48209,2,1,1,metro,metro,metro
48211,9,9,7,nonmetro,nonmetro,nonmetro
48213,1,4,4,metro,nonmetro,nonmetro
48215,2,2,2,metro,metro,metro
48217,6,6,6,nonmetro,nonmetro,nonmetro
48219,6,6,6,nonmetro,nonmetro,nonmetro
48221,1,4,1,metro,nonmetro,metro
48223,6,6,6,nonmetro,nonmetro,nonmetro
48225,7,7,7,nonmetro,nonmetro,nonmetro
48227,5,5,4,nonmetro,nonmetro,nonmetro
48229,8,8,2,nonmetro,nonmetro,metro
48231,1,1,1,metro,metro,metro
48233,6,6,6,nonmetro,nonmetro,nonmetro
48235,8,3,3,nonmetro,metro,metro
48237,6,6,6,nonmetro,nonmetro,nonmetro
48239,6,6,6,nonmetro,nonmetro,nonmetro
48241,6,6,6,nonmetro,nonmetro,nonmetro
48243,9,9,9,nonmetro,nonmetro,nonmetro
48245,2,2,2,metro,metro,metro
48247,6,6,6,nonmetro,nonmetro,nonmetro
48249,4,4,4,nonmetro,nonmetro,nonmetro
48251,1,1,1,metro,metro,metro
48253,6,3,3,nonmetro,metro,metro
48255,6,6,6,nonmetro,nonmetro,nonmetro
48257,1,1,1,metro,metro,metro
48259,6,1,1,nonmetro,metro,metro
48261,9,9,9,nonmetro,nonmetro,nonmetro
48263,9,9,9,nonmetro,nonmetro,nonmetro
48265,7,4,4,nonmetro,nonmetro,nonmetro
48267,7,7,7,nonmetro,nonmetro,nonmetro
48269,9,9,9,nonmetro,nonmetro,nonmetro
48271,9,9,7,nonmetro,nonmetro,nonmetro
48273,4,4,4,nonmetro,nonmetro,nonmetro
48275,9,9,9,nonmetro,nonmetro,nonmetro
48277,5,4,5,nonmetro,nonmetro,nonmetro
48279,6,6,6,nonmetro,nonmetro,nonmetro
48281,6,2,2,nonmetro,metro,metro
48283,6,6,6,nonmetro,nonmetro,nonmetro
48285,6,6,6,nonmetro,nonmetro,nonmetro
48287,6,6,6,nonmetro,nonmetro,nonmetro
48289,8,8,8,nonmetro,nonmetro,nonmetro
48291,1,1,1,metro,metro,metro
48293,6,6,6,nonmetro,nonmetro,nonmetro
48295,9,9,9,nonmetro,nonmetro,nonmetro
48297,6,6,8,nonmetro,nonmetro,nonmetro
48299,7,7,7,nonmetro,nonmetro,nonmetro
48301,9,9,9,nonmetro,nonmetro,nonmetro
48303,3,3,2,metro,metro,metro
48305,6,6,2,nonmetro,nonmetro,metro
48307,7,7,7,nonmetro,nonmetro,nonmetro
48309,3,3,2,metro,metro,metro
48311,9,8,9,nonmetro,nonmetro,nonmetro
48313,6,6,6,nonmetro,nonmetro,nonmetro
48315,8,8,8,nonmetro,nonmetro,nonmetro
48317,6,6,3,nonmetro,nonmetro,metro
48319,9,9,9,nonmetro,nonmetro,nonmetro
48321,4,4,4,nonmetro,nonmetro,nonmetro
48323,5,5,5,nonmetro,nonmetro,nonmetro
48325,6,1,1,nonmetro,metro,metro
48327,8,8,9,nonmetro,nonmetro,nonmetro
48329,3,3,3,metro,metro,metro
48331,6,6,6,nonmetro,nonmetro,nonmetro
48333,9,9,9,nonmetro,nonmetro,nonmetro
48335,7,7,7,nonmetro,nonmetro,nonmetro
48337,7,6,6,nonmetro,nonmetro,nonmetro
48339,1,1,1,metro,metro,metro
48341,6,6,7,nonmetro,nonmetro,nonmetro
48343,6,6,6,nonmetro,nonmetro,nonmetro
48345,9,8,9,nonmetro,nonmetro,nonmetro
48347,5,5,5,nonmetro,nonmetro,nonmetro
48349,4,4,4,nonmetro,nonmetro,nonmetro
48351,8,8,2,nonmetro,nonmetro,metro
48353,6,6,6,nonmetro,nonmetro,nonmetro
48355,2,2,2,metro,metro,metro
48357,7,7,7,nonmetro,nonmetro,nonmetro
48359,8,8,2,nonmetro,nonmetro,metro
48361,2,2,2,metro,metro,metro
48363,6,6,6,nonmetro,nonmetro,nonmetro
48365,6,6,6,nonmetro,nonmetro,nonmetro
48367,1,1,1,metro,metro,metro
48369,7,7,7,nonmetro,nonmetro,nonmetro
48371,7,7,7,nonmetro,nonmetro,nonmetro
48373,6,6,6,nonmetro,nonmetro,nonmetro
48375,3,3,2,metro,metro,metro
48377,7,7,7,nonmetro,nonmetro,nonmetro
48379,8,8,8,nonmetro,nonmetro,nonmetro
48381,3,3,2,metro,metro,metro
48383,6,6,6,nonmetro,nonmetro,nonmetro
48385,9,9,9,nonmetro,nonmetro,nonmetro
48387,6,6,6,nonmetro,nonmetro,nonmetro
48389,7,7,7,nonmetro,nonmetro,nonmetro
48391,6,6,6,nonmetro,nonmetro,nonmetro
48393,9,9,9,nonmetro,nonmetro,nonmetro
48395,6,3,3,nonmetro,metro,metro
48397,0,1,1,metro,metro,metro
48399,6,6,6,nonmetro,nonmetro,nonmetro
48401,6,3,3,nonmetro,metro,metro
48403,9,9,8,nonmetro,nonmetro,nonmetro
48405,9,9,9,nonmetro,nonmetro,nonmetro
48407,8,1,8,nonmetro,metro,nonmetro
48409,2,2,2,metro,metro,metro
48411,7,7,7,nonmetro,nonmetro,nonmetro
48413,8,8,8,nonmetro,nonmetro,nonmetro
48415,7,7,7,nonmetro,nonmetro,nonmetro
48417,8,8,8,nonmetro,nonmetro,nonmetro
48419,7,6,7,nonmetro,nonmetro,nonmetro
48421,9,9,9,nonmetro,nonmetro,nonmetro
48423,3,3,3,metro,metro,metro
48425,8,8,1,nonmetro,nonmetro,metro
48427,6,4,4,nonmetro,nonmetro,nonmetro
48429,7,7,7,nonmetro,nonmetro,nonmetro
48431,8,8,8,nonmetro,nonmetro,nonmetro
48433,9,8,9,nonmetro,nonmetro,nonmetro
48435,7,7,7,nonmetro,nonmetro,nonmetro
48437,6,6,6,nonmetro,nonmetro,nonmetro
48439,0,1,1,metro,metro,metro
48441,3,3,3,metro,metro,metro
48443,9,9,9,nonmetro,nonmetro,nonmetro
48445,6,6,6,nonmetro,nonmetro,nonmetro
48447,9,9,9,nonmetro,nonmetro,nonmetro
48449,7,7,7,nonmetro,nonmetro,nonmetro
48451,3,3,3,metro,metro,metro
48453,2,1,1,metro,metro,metro
48455,7,8,7,nonmetro,nonmetro,nonmetro
48457,6,6,6,nonmetro,nonmetro,nonmetro
48459,3,3,3,metro,metro,metro
48461,8,8,8,nonmetro,nonmetro,nonmetro
48463,7,7,6,nonmetro,nonmetro,nonmetro
48465,5,5,5,nonmetro,nonmetro,nonmetro
48467,6,6,6,nonmetro,nonmetro,nonmetro
48469,3,3,3,metro,metro,metro
48471,4,4,4,nonmetro,nonmetro,nonmetro
48473,1,1,1,metro,metro,metro
48475,6,6,6,nonmetro,nonmetro,nonmetro
48477,6,6,6,nonmetro,nonmetro,nonmetro
48479,3,3,2,metro,metro,metro
48481,6,4,4,nonmetro,nonmetro,nonmetro
48483,9,9,9,nonmetro,nonmetro,nonmetro
48485,3,3,3,metro,metro,metro
48487,6,6,6,nonmetro,nonmetro,nonmetro
48489,6,6,6,nonmetro,nonmetro,nonmetro
48491,2,1,1,metro,metro,metro
48493,1,1,1,metro,metro,metro
48495,6,6,6,nonmetro,nonmetro,nonmetro
48497,6,1,1,nonmetro,metro,metro
48499,6,6,6,nonmetro,nonmetro,nonmetro
48501,7,7,7,nonmetro,nonmetro,nonmetro
48503,7,6,7,nonmetro,nonmetro,nonmetro
48505,6,6,6,nonmetro,nonmetro,nonmetro
48507,7,7,7,nonmetro,nonmetro,nonmetro
49001,9,9,7,nonmetro,nonmetro,nonmetro
49003,6,4,2,nonmetro,nonmetro,metro
49005,4,3,3,nonmetro,metro,metro
49007,7,7,7,nonmetro,nonmetro,nonmetro
49009,9,8,9,nonmetro,nonmetro,nonmetro
49011,0,2,2,metro,metro,metro
49013,7,6,7,nonmetro,nonmetro,nonmetro
49015,9,9,7,nonmetro,nonmetro,nonmetro
49017,9,9,9,nonmetro,nonmetro,nonmetro
49019,7,7,7,nonmetro,nonmetro,nonmetro
49021,7,4,4,nonmetro,nonmetro,nonmetro
49023,6,2,2,nonmetro,metro,metro
49025,7,6,6,nonmetro,nonmetro,nonmetro
49027,7,7,7,nonmetro,nonmetro,nonmetro
49029,8,2,2,nonmetro,metro,metro
49031,9,9,9,nonmetro,nonmetro,nonmetro
49033,9,8,8,nonmetro,nonmetro,nonmetro
49035,0,2,1,metro,metro,metro
49037,7,7,7,nonmetro,nonmetro,nonmetro
49039,6,6,6,nonmetro,nonmetro,nonmetro
49041,7,7,7,nonmetro,nonmetro,nonmetro
49043,6,2,4,nonmetro,metro,nonmetro
49045,6,2,1,nonmetro,metro,metro
49047,7,7,7,nonmetro,nonmetro,nonmetro
49049,2,2,2,metro,metro,metro
49051,6,6,6,nonmetro,nonmetro,nonmetro
49053,4,3,3,nonmetro,metro,metro
49055,9,9,9,nonmetro,nonmetro,nonmetro
49057,0,2,2,metro,metro,metro
50001,6,6,6,nonmetro,nonmetro,nonmetro
50003,6,6,6,nonmetro,nonmetro,nonmetro
50005,7,7,7,nonmetro,nonmetro,nonmetro
50007,3,3,3,metro,metro,metro
50009,9,9,9,nonmetro,nonmetro,nonmetro
50011,3,3,3,metro,metro,metro
50013,3,3,3,metro,metro,metro
50015,8,8,8,nonmetro,nonmetro,nonmetro
50017,9,9,9,nonmetro,nonmetro,nonmetro
50019,7,7,7,nonmetro,nonmetro,nonmetro
50021,7,5,4,nonmetro,nonmetro,nonmetro
50023,6,4,4,nonmetro,nonmetro,nonmetro
50025,7,6,7,nonmetro,nonmetro,nonmetro
50027,7,7,7,nonmetro,nonmetro,nonmetro
51001,7,7,8,nonmetro,nonmetro,nonmetro
51003,3,3,3,metro,metro,metro
51007,8,1,1,nonmetro,metro,metro
51009,3,3,2,metro,metro,metro
51011,8,3,2,nonmetro,metro,metro
51013,0,1,1,metro,metro,metro
51015,4,4,3,nonmetro,nonmetro,metro
51017,9,9,8,nonmetro,nonmetro,nonmetro
51021,9,8,8,nonmetro,nonmetro,nonmetro
51023,3,2,2,metro,metro,metro
51025,8,6,6,nonmetro,nonmetro,nonmetro
51027,9,9,9,nonmetro,nonmetro,nonmetro
51029,8,8,3,nonmetro,nonmetro,metro
51031,3,3,2,metro,metro,metro
51033,8,1,1,nonmetro,metro,metro
51035,7,6,7,nonmetro,nonmetro,nonmetro
51036,2,1,1,metro,metro,metro
51037,8,8,8,nonmetro,nonmetro,nonmetro
51041,2,1,1,metro,metro,metro
51043,1,1,1,metro,metro,metro
51045,8,2,2,nonmetro,metro,metro
51047,1,6,1,metro,nonmetro,metro
51049,8,1,8,nonmetro,metro,nonmetro
51051,9,9,9,nonmetro,nonmetro,nonmetro
51053,2,1,1,metro,metro,metro
51057,8,8,6,nonmetro,nonmetro,nonmetro
51059,0,1,1,metro,metro,metro
51061,1,1,1,metro,metro,metro
51063,8,8,3,nonmetro,nonmetro,metro
51065,3,3,3,metro,metro,metro
51067,6,2,2,nonmetro,metro,metro
51069,4,3,3,nonmetro,metro,metro
51071,9,3,3,nonmetro,metro,metro
51073,1,1,1,metro,metro,metro
51075,2,1,1,metro,metro,metro
51077,9,9,9,nonmetro,nonmetro,nonmetro
51079,3,3,3,metro,metro,metro
51081,6,6,6,nonmetro,nonmetro,nonmetro
51085,2,1,1,metro,metro,metro
51087,2,1,1,metro,metro,metro
51089,4,4,4,nonmetro,nonmetro,nonmetro
51091,9,9,8,nonmetro,nonmetro,nonmetro
51093,1,1,1,metro,metro,metro
51095,0,1,1,metro,metro,metro
51097,8,1,8,nonmetro,metro,nonmetro
51099,1,8,6,metro,nonmetro,nonmetro
51101,6,1,1,nonmetro,metro,metro
51103,9,9,9,nonmetro,nonmetro,nonmetro
51105,9,8,8,nonmetro,nonmetro,nonmetro
51107,1,1,1,metro,metro,metro
51109,8,1,8,nonmetro,metro,nonmetro
51111,9,9,9,nonmetro,nonmetro,nonmetro
51113,8,8,8,nonmetro,nonmetro,nonmetro
51115,1,1,1,metro,metro,metro
51117,7,7,7,nonmetro,nonmetro,nonmetro
51119,8,8,8,nonmetro,nonmetro,nonmetro
51121,4,3,3,nonmetro,metro,metro
51125,8,3,3,nonmetro,metro,metro
51127,2,1,1,metro,metro,metro
51131,9,9,8,nonmetro,nonmetro,nonmetro
51133,9,9,9,nonmetro,nonmetro,nonmetro
51135,6,6,6,nonmetro,nonmetro,nonmetro
51137,6,6,6,nonmetro,nonmetro,nonmetro
51139,6,6,6,nonmetro,nonmetro,nonmetro
51141,9,8,8,nonmetro,nonmetro,nonmetro
51143,3,3,4,metro,metro,nonmetro
51145,2,1,1,metro,metro,metro
51147,7,6,6,nonmetro,nonmetro,nonmetro
51149,2,1,1,metro,metro,metro
51153,0,1,1,metro,metro,metro
51155,7,3,3,nonmetro,metro,metro
51157,8,8,1,nonmetro,nonmetro,metro
51159,9,9,9,nonmetro,nonmetro,nonmetro
51161,3,2,2,metro,metro,metro
51163,6,6,6,nonmetro,nonmetro,nonmetro
51165,5,3,3,nonmetro,metro,metro
